Name,Baseball Reference ID,RetroSheet ID
Yoan López,lopezyo01,lopey001
Yohan Ramirez,ramiryo01,ramiy002
Yolmer Sanchez,sanchca01,sancc001
Yonathan Daza,dazayo01,dazay001
Yonny Chirinos,chiriyo01,chiry001
Yonny Hernandez,hernayo02,herny003
Yordan Alvarez,alvaryo01,alvay001
Yoshi Tsutsugo,tsutsyo01,tsuty001
Yoán Moncada,moncayo01,moncy001
Yu Chang,changyu01,chany001
Yu Darvish,darviyu01,darvy001
Yuli Gurriel,gourryu01,gurry001
Yunior Marte,marteyu01,marty001
Yusei Kikuchi,kikucyu01,kikuy001
Yusniel Diaz,diazyu01,diazy003
Zac Gallen,galleza01,gallz001
Zac Lowther,lowthza01,lowtz001
Zach Davies,davieza02,daviz001
Zach Eflin,eflinza01,efliz001
Zach Jackson,jacksza02,jackz002
Zach Logue,logueza01,loguz001
Zach McKinstry,mckinza01,mckiz001
Zach Plesac,plesaza01,plesz001
Zach Pop,popza01,pop-z001
Zach Reks,reksza01,reksz001
Zach Thompson,thompza01,thomz001
Zack Britton,brittza01,britz001
Zack Collins,colliza01,collz001
Zack Greinke,greinza01,greiz001
Zack Kelly,kellyza01,kellz001
Zack Littell,litteza01,littz001
Zack Short,shortza01,shorz001
Zack Thompson,thompza02,thomz002
Zack Weiss,weissza01,weisz001
Zack Wheeler,wheelza01,wheez001
